Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instanceLarge413_m=4_n=100_l=30_c=20_s=1;98,0;2,0;176,5;87,2;-386,0;-236,5;1831,5;9,8869;89,9
instanceLarge414_m=4_n=100_l=30_c=20_s=2;99,0;1,0;177,8;86,6;-356,7;-207,8;1896,2;9,9064;87,7
instanceLarge415_m=4_n=100_l=30_c=20_s=0;100,0;0,0;179,0;87,6;-329,2;-179,0;1945,0;9,9349;88,0
instanceLarge416_m=4_n=100_l=30_c=20_s=1;100,0;0,0;181,9;88,0;-333,4;-181,9;1938,1;9,8982;91,0
instanceLarge417_m=4_n=100_l=30_c=20_s=2;100,0;0,0;185,0;88,6;-340,4;-185,0;1929,0;9,9007;93,1
instanceLarge418_m=4_n=100_l=30_c=20_s=0;100,0;0,0;179,9;88,9;-329,6;-179,9;1931,1;9,8918;92,1
instanceLarge419_m=4_n=100_l=30_c=20_s=1;99,0;1,0;181,8;85,7;-358,5;-211,8;1901,2;9,873;94,2
instanceLarge420_m=4_n=100_l=30_c=20_s=2;100,0;0,0;182,1;88,7;-330,8;-182,1;1930,9;9,8887;87,9
instanceLarge421_m=4_n=100_l=40_c=20_s=0;99,0;1,0;184,6;85,2;-357,4;-214,6;1903,4;11,3379;90,3
instanceLarge422_m=4_n=100_l=40_c=20_s=1;100,0;0,0;181,9;86,1;-327,9;-181,9;1957,1;11,3576;88,3
instanceLarge423_m=4_n=100_l=40_c=20_s=2;100,0;0,0;189,5;86,8;-335,4;-189,5;1942,5;11,3377;93,2
instanceLarge424_m=4_n=100_l=40_c=20_s=0;98,0;2,0;195,9;85,5;-412,3;-255,9;1829,1;11,3063;91,7
instanceLarge425_m=4_n=100_l=40_c=20_s=1;99,0;1,0;184,3;85,6;-353,6;-214,3;1899,7;11,3202;88,3
instanceLarge426_m=4_n=100_l=40_c=20_s=2;100,0;0,0;188,8;85,6;-338,2;-188,8;1955,2;11,3387;90,9
instanceLarge427_m=4_n=100_l=40_c=20_s=0;100,0;0,0;184,1;87,0;-327,4;-184,1;1945,9;11,3543;87,3
instanceLarge428_m=4_n=100_l=40_c=20_s=1;100,0;0,0;184,9;86,3;-329,2;-184,9;1952,1;11,3429;89,3
instanceLarge429_m=4_n=100_l=40_c=20_s=2;99,0;1,0;184,4;84,8;-357,2;-214,4;1907,6;11,3382;93,8
instanceLarge430_m=4_n=100_l=40_c=20_s=0;100,0;0,0;185,0;87,2;-330,8;-185,0;1943,0;11,3421;88,3
instanceLarge431_m=4_n=100_l=40_c=20_s=1;100,0;0,0;186,0;85,4;-328,0;-186,0;1960,0;11,3411;92,3
instanceLarge432_m=4_n=100_l=40_c=20_s=2;100,0;0,0;186,5;85,1;-330,6;-186,5;1962,5;11,3783;86,0
instanceLarge433_m=4_n=100_l=40_c=20_s=0;100,0;0,0;183,9;86,9;-329,4;-183,9;1947,1;11,2924;86,5
instanceLarge434_m=4_n=100_l=40_c=20_s=1;100,0;0,0;182,5;86,0;-329,8;-182,5;1957,5;11,2839;90,6
instanceLarge435_m=4_n=100_l=40_c=20_s=2;100,0;0,0;195,9;87,0;-351,9;-195,9;1934,1;11,2888;88,0
instanceLarge436_m=4_n=100_l=40_c=20_s=0;100,0;0,0;185,1;85,8;-328,3;-185,1;1956,9;11,3638;92,1
instanceLarge437_m=4_n=100_l=40_c=20_s=1;97,0;3,0;182,8;84,0;-415,4;-272,8;1797,2;11,3173;89,7
instanceLarge438_m=4_n=100_l=40_c=20_s=2;100,0;0,0;186,8;86,9;-328,2;-186,8;1944,2;11,3747;93,7
instanceLarge439_m=4_n=100_l=40_c=20_s=0;100,0;0,0;184,0;86,6;-328,6;-184,0;1950,0;11,3571;88,0
instanceLarge440_m=4_n=100_l=40_c=20_s=1;100,0;0,0;183,1;85,2;-327,5;-183,1;1964,9;11,3574;88,3
instanceLarge441_m=4_n=100_l=40_c=20_s=2;100,0;0,0;184,9;85,4;-336,0;-184,9;1961,1;11,347;91,6
instanceLarge442_m=4_n=100_l=40_c=20_s=0;100,0;0,0;184,5;87,1;-327,9;-184,5;1944,5;11,3642;93,2
instanceLarge443_m=4_n=100_l=40_c=20_s=1;99,0;1,0;191,9;86,5;-376,2;-221,9;1883,1;11,3176;85,9
instanceLarge444_m=4_n=100_l=40_c=20_s=2;100,0;0,0;188,0;87,1;-329,0;-188,0;1941,0;11,3703;84,5
instanceLarge445_m=4_n=100_l=40_c=20_s=0;100,0;0,0;184,5;85,2;-325,3;-184,5;1963,5;11,3966;92,6
instanceLarge446_m=4_n=100_l=40_c=20_s=1;99,0;1,0;182,7;85,4;-353,3;-212,7;1903,3;11,3546;93,2
instanceLarge447_m=4_n=100_l=40_c=20_s=2;100,0;0,0;193,3;85,6;-342,4;-193,3;1950,7;11,3261;94,3
instanceLarge448_m=4_n=100_l=40_c=20_s=0;100,0;0,0;183,5;85,5;-329,0;-183,5;1961,5;11,3945;85,7
instanceLarge449_m=4_n=100_l=40_c=20_s=1;100,0;0,0;202,0;88,5;-356,5;-202,0;1913,0;11,388;89,0
instanceLarge450_m=4_n=100_l=40_c=20_s=2;100,0;0,0;188,3;86,4;-333,5;-188,3;1947,7;11,3424;90,0
instanceLarge451_m=4_n=100_l=40_c=30_s=0;100,0;0,0;273,8;94,8;-455,1;-273,8;1778,2;10,3306;89,4
instanceLarge452_m=4_n=100_l=40_c=30_s=1;99,0;1,0;276,6;93,8;-489,8;-306,6;1725,4;10,325;89,5
instanceLarge453_m=4_n=100_l=40_c=30_s=2;100,0;0,0;280,1;94,8;-465,1;-280,1;1771,9;10,3292;90,8
instanceLarge454_m=4_n=100_l=40_c=30_s=0;100,0;0,0;274,1;94,2;-457,5;-274,1;1783,9;10,3604;85,5
instanceLarge455_m=4_n=100_l=40_c=30_s=1;100,0;0,0;275,8;94,7;-458,8;-275,8;1777,2;10,3605;79,7
instanceLarge456_m=4_n=100_l=40_c=30_s=2;100,0;0,0;279,8;94,3;-457,0;-279,8;1777,2;10,3321;86,9
instanceLarge457_m=4_n=100_l=40_c=30_s=0;100,0;0,0;283,3;94,0;-468,3;-283,3;1776,7;10,3421;92,5
instanceLarge458_m=4_n=100_l=40_c=30_s=1;97,0;3,0;268,0;92,2;-539,8;-358,0;1630,0;10,3074;89,6
instanceLarge459_m=4_n=100_l=40_c=30_s=2;100,0;0,0;289,2;94,6;-482,9;-289,2;1764,8;10,3218;88,5
instanceLarge460_m=4_n=100_l=40_c=30_s=0;100,0;0,0;272,8;93,7;-454,2;-272,8;1790,2;10,342;93,4
instanceLarge461_m=4_n=100_l=40_c=30_s=1;100,0;0,0;283,8;94,8;-470,5;-283,8;1768,2;10,3226;86,1
instanceLarge462_m=4_n=100_l=40_c=30_s=2;100,0;0,0;279,8;95,2;-465,7;-279,8;1768,2;10,3281;91,8
instanceLarge463_m=4_n=100_l=40_c=30_s=0;99,0;1,0;274,3;93,9;-490,9;-304,3;1726,7;10,3171;90,8
instanceLarge464_m=4_n=100_l=40_c=30_s=1;100,0;0,0;272,3;94,8;-456,8;-272,3;1779,7;10,3383;87,2
instanceLarge465_m=4_n=100_l=40_c=30_s=2;100,0;0,0;274,4;94,9;-456,9;-274,4;1776,6;10,3137;87,9
instanceLarge466_m=4_n=100_l=40_c=30_s=0;100,0;0,0;282,8;94,0;-476,5;-282,8;1777,2;10,32;86,7
instanceLarge467_m=4_n=100_l=40_c=30_s=1;100,0;0,0;288,6;94,7;-481,2;-288,6;1764,4;10,3117;87,9
instanceLarge468_m=4_n=100_l=40_c=30_s=2;100,0;0,0;282,4;94,2;-471,6;-282,4;1775,6;10,3116;92,8
instanceLarge469_m=4_n=100_l=40_c=30_s=0;100,0;0,0;273,0;94,3;-455,1;-273,0;1784,0;10,3123;83,4
instanceLarge470_m=4_n=100_l=40_c=30_s=1;99,0;1,0;272,6;93,5;-484,3;-302,6;1732,4;10,3273;88,8
instanceLarge471_m=4_n=100_l=40_c=30_s=2;100,0;0,0;279,7;94,4;-464,1;-279,7;1776,3;10,3024;80,7
instanceLarge472_m=4_n=100_l=40_c=30_s=0;100,0;0,0;275,2;94,6;-458,0;-275,2;1778,8;10,3326;93,6
instanceLarge473_m=4_n=100_l=40_c=30_s=1;99,0;1,0;278,2;93,8;-494,5;-308,2;1723,8;10,3187;94,5
instanceLarge474_m=4_n=100_l=40_c=30_s=2;100,0;0,0;277,8;94,8;-460,0;-277,8;1774,2;10,3442;89,1
instanceLarge475_m=4_n=100_l=40_c=30_s=0;100,0;0,0;274,2;94,6;-458,8;-274,2;1779,8;10,3207;90,2
instanceLarge476_m=4_n=100_l=40_c=30_s=1;99,0;1,0;273,3;92,5;-486,1;-303,3;1741,7;10,3232;88,1
instanceLarge477_m=4_n=100_l=40_c=30_s=2;100,0;0,0;279,9;94,6;-463,6;-279,9;1774,1;10,335;86,4
instanceLarge478_m=4_n=100_l=40_c=30_s=0;100,0;0,0;272,4;94,2;-455,5;-272,4;1785,6;10,3271;86,9
instanceLarge479_m=4_n=100_l=40_c=30_s=1;99,0;1,0;272,7;93,1;-491,4;-302,7;1736,3;10,3353;91,4
instanceLarge480_m=4_n=100_l=40_c=30_s=2;100,0;0,0;280,3;94,6;-465,1;-280,3;1773,7;10,3391;90,6
instanceLarge481_m=5_n=100_l=30_c=10_s=0;99,0;1,0;146,1;81,6;-318,1;-176,1;1977,9;11,2721;82,7
instanceLarge482_m=5_n=100_l=30_c=10_s=1;100,0;0,0;136,7;81,5;-262,1;-136,7;2048,3;11,2613;84,1
instanceLarge483_m=5_n=100_l=30_c=10_s=2;100,0;0,0;135,5;80,5;-268,0;-135,5;2059,5;11,2727;88,6
instanceLarge484_m=5_n=100_l=30_c=10_s=0;100,0;0,0;140,9;81,0;-278,7;-140,9;2049,1;11,2574;91,3
instanceLarge485_m=5_n=100_l=30_c=10_s=1;100,0;0,0;136,4;81,3;-267,8;-136,4;2050,6;11,278;91,3
instanceLarge486_m=5_n=100_l=30_c=10_s=2;100,0;0,0;133,7;80,6;-258,8;-133,7;2060,3;11,2721;90,9
instanceLarge487_m=5_n=100_l=30_c=10_s=0;97,0;3,0;133,2;79,4;-363,8;-223,2;1892,8;11,2969;87,1
instanceLarge488_m=5_n=100_l=30_c=10_s=1;99,0;1,0;134,2;78,5;-291,3;-164,2;2020,8;11,2834;87,2
instanceLarge489_m=5_n=100_l=30_c=10_s=2;100,0;0,0;137,8;80,0;-266,5;-137,8;2062,2;11,2951;88,9
instanceLarge490_m=5_n=100_l=30_c=10_s=0;100,0;0,0;131,2;78,4;-260,5;-131,2;2084,8;11,2413;88,4
instanceLarge491_m=5_n=100_l=30_c=10_s=1;100,0;0,0;136,6;79,8;-269,9;-136,6;2065,4;11,2925;91,2
instanceLarge492_m=5_n=100_l=30_c=10_s=2;100,0;0,0;138,6;81,0;-269,2;-138,6;2051,4;11,2568;90,3
instanceLarge493_m=5_n=100_l=30_c=10_s=0;100,0;0,0;132,3;80,0;-261,0;-132,3;2067,7;11,2903;91,6
instanceLarge494_m=5_n=100_l=30_c=10_s=1;100,0;0,0;131,8;79,5;-262,8;-131,8;2073,2;11,2645;90,0
instanceLarge495_m=5_n=100_l=30_c=10_s=2;100,0;0,0;135,3;80,4;-265,9;-135,3;2060,7;11,2652;93,2
instanceLarge496_m=5_n=100_l=30_c=10_s=0;99,0;1,0;137,7;80,5;-303,6;-167,7;1997,3;11,2734;91,2
instanceLarge497_m=5_n=100_l=30_c=10_s=1;100,0;0,0;132,1;78,1;-260,1;-132,1;2086,9;11,2946;89,2
instanceLarge498_m=5_n=100_l=30_c=10_s=2;100,0;0,0;136,5;80,1;-265,5;-136,5;2062,5;11,2625;87,8
instanceLarge499_m=5_n=100_l=30_c=10_s=0;100,0;0,0;136,6;81,4;-265,1;-136,6;2049,4;11,2647;88,9
instanceLarge500_m=5_n=100_l=30_c=10_s=1;98,0;2,0;143,9;80,5;-346,2;-203,9;1931,1;11,2358;94,4
instanceLarge501_m=5_n=100_l=30_c=10_s=2;100,0;0,0;135,4;79,2;-267,4;-135,4;2072,6;11,2686;89,4
instanceLarge502_m=5_n=100_l=30_c=10_s=0;100,0;0,0;136,6;80,2;-267,0;-136,6;2061,4;11,3006;92,9
instanceLarge503_m=5_n=100_l=30_c=10_s=1;100,0;0,0;131,2;79,8;-261,4;-131,2;2070,8;11,2547;89,8
instanceLarge504_m=5_n=100_l=30_c=10_s=2;100,0;0,0;135,3;80,5;-264,9;-135,3;2059,7;11,2637;89,6
instanceLarge505_m=5_n=100_l=30_c=10_s=0;100,0;0,0;134,1;79,9;-263,6;-134,1;2066,9;11,291;92,6
instanceLarge506_m=5_n=100_l=30_c=10_s=1;100,0;0,0;132,1;79,6;-259,0;-132,1;2071,9;11,2803;86,9
instanceLarge507_m=5_n=100_l=30_c=10_s=2;100,0;0,0;137,9;79,6;-268,6;-137,9;2066,1;11,281;88,8
instanceLarge508_m=5_n=100_l=30_c=10_s=0;100,0;0,0;131,5;79,7;-261,7;-131,5;2071,5;11,2541;85,3
instanceLarge509_m=5_n=100_l=30_c=10_s=1;100,0;0,0;131,6;79,8;-259,1;-131,6;2070,4;11,2658;90,2
instanceLarge510_m=5_n=100_l=30_c=10_s=2;100,0;0,0;135,1;79,7;-265,6;-135,1;2067,9;11,2804;88,6
instanceLarge511_m=5_n=100_l=30_c=20_s=0;100,0;0,0;204,0;89,9;-354,8;-204,0;1897,0;11,3508;91,1
instanceLarge512_m=5_n=100_l=30_c=20_s=1;100,0;0,0;201,6;89,2;-353,9;-201,6;1906,4;11,2789;88,0
instanceLarge513_m=5_n=100_l=30_c=20_s=2;100,0;0,0;201,8;89,8;-354,2;-201,8;1900,2;11,3021;90,9
instanceLarge514_m=5_n=100_l=30_c=20_s=0;100,0;0,0;200,2;89,1;-348,4;-200,2;1908,8;11,2896;91,4
instanceLarge515_m=5_n=100_l=30_c=20_s=1;100,0;0,0;201,7;89,4;-353,3;-201,7;1904,3;11,3048;89,8
instanceLarge516_m=5_n=100_l=30_c=20_s=2;100,0;0,0;212,7;89,5;-376,2;-212,7;1892,3;11,2698;87,1
instanceLarge517_m=5_n=100_l=30_c=20_s=0;100,0;0,0;207,1;89,9;-363,0;-207,1;1893,9;11,2995;91,2
instanceLarge518_m=5_n=100_l=30_c=20_s=1;100,0;0,0;198,6;90,2;-351,9;-198,6;1899,4;11,2759;94,4
instanceLarge519_m=5_n=100_l=30_c=20_s=2;100,0;0,0;200,9;89,0;-349,9;-200,9;1909,1;11,2877;84,1
instanceLarge520_m=5_n=100_l=30_c=20_s=0;100,0;0,0;198,0;89,0;-349,6;-198,0;1912,0;11,3108;87,2
instanceLarge521_m=5_n=100_l=30_c=20_s=1;96,0;4,0;190,6;85,1;-483,1;-310,6;1718,4;11,2686;87,5
instanceLarge522_m=5_n=100_l=30_c=20_s=2;100,0;0,0;201,0;89,2;-354,9;-201,0;1907,0;11,2904;91,0
instanceLarge523_m=5_n=100_l=30_c=20_s=0;100,0;0,0;197,4;88,5;-347,2;-197,4;1917,6;11,2919;91,2
instanceLarge524_m=5_n=100_l=30_c=20_s=1;98,0;2,0;196,9;88,9;-422,0;-256,9;1794,1;11,2884;84,5
instanceLarge525_m=5_n=100_l=30_c=20_s=2;100,0;0,0;199,0;88,8;-349,4;-199,0;1913,0;11,2706;90,7
instanceLarge526_m=5_n=100_l=30_c=20_s=0;100,0;0,0;198,7;88,2;-348,7;-198,7;1919,3;11,282;93,2
instanceLarge527_m=5_n=100_l=30_c=20_s=1;100,0;0,0;200,6;88,0;-349,5;-200,6;1919,4;11,2955;89,8
instanceLarge528_m=5_n=100_l=30_c=20_s=2;100,0;0,0;199,7;89,1;-348,7;-199,7;1909,3;11,29;89,2
instanceLarge529_m=5_n=100_l=30_c=20_s=0;100,0;0,0;200,4;87,5;-347,1;-200,4;1924,6;11,2811;85,3
instanceLarge530_m=5_n=100_l=30_c=20_s=1;97,0;3,0;198,8;87,7;-453,6;-288,8;1744,2;11,2821;87,5
instanceLarge531_m=5_n=100_l=30_c=20_s=2;100,0;0,0;200,0;89,3;-350,1;-200,0;1907,0;11,2735;90,7
instanceLarge532_m=5_n=100_l=30_c=20_s=0;100,0;0,0;198,8;89,3;-350,4;-198,8;1908,2;11,304;89,4
instanceLarge533_m=5_n=100_l=30_c=20_s=1;100,0;0,0;199,9;89,2;-347,5;-199,9;1908,1;11,3019;89,1
instanceLarge534_m=5_n=100_l=30_c=20_s=2;100,0;0,0;201,7;87,6;-352,0;-201,7;1922,3;11,306;93,0
instanceLarge535_m=5_n=100_l=30_c=20_s=0;100,0;0,0;202,9;89,1;-355,1;-202,9;1906,1;11,2869;87,1
instanceLarge536_m=5_n=100_l=30_c=20_s=1;98,0;2,0;200,0;88,1;-432,5;-260,0;1799,0;11,2955;90,6
instanceLarge537_m=5_n=100_l=30_c=20_s=2;100,0;0,0;208,6;90,7;-368,4;-208,6;1884,4;11,3135;83,4
instanceLarge538_m=5_n=100_l=30_c=20_s=0;100,0;0,0;204,3;88,7;-354,4;-204,3;1908,7;11,2824;89,8
instanceLarge539_m=5_n=100_l=30_c=20_s=1;98,0;2,0;195,5;88,1;-408,2;-255,5;1803,5;11,2985;91,2
instanceLarge540_m=5_n=100_l=30_c=20_s=2;100,0;0,0;200,8;89,2;-353,3;-200,8;1907,2;11,2973;87,1
instanceLarge541_m=5_n=100_l=40_c=20_s=0;100,0;0,0;207,2;87,7;-363,1;-207,2;1915,8;12,2147;89,5
instanceLarge542_m=5_n=100_l=40_c=20_s=1;97,2;2,8;207,3;83,7;-439,4;-291,3;1787,7;12,1762;90,3
instanceLarge543_m=5_n=100_l=40_c=20_s=2;100,0;0,0;207,6;88,9;-365,0;-207,6;1903,4;12,1991;87,4
instanceLarge544_m=5_n=100_l=40_c=20_s=0;100,0;0,0;207,0;87,1;-363,7;-207,0;1922,0;12,2009;88,5
instanceLarge545_m=5_n=100_l=40_c=20_s=1;100,0;0,0;206,4;86,9;-362,1;-206,4;1924,6;12,1757;88,2
instanceLarge546_m=5_n=100_l=40_c=20_s=2;100,0;0,0;209,3;87,7;-366,6;-209,3;1913,7;12,1668;87,1
instanceLarge547_m=5_n=100_l=40_c=20_s=0;100,0;0,0;207,0;87,5;-364,2;-207,0;1918,0;12,1938;91,8
instanceLarge548_m=5_n=100_l=40_c=20_s=1;95,0;5,0;202,8;82,7;-527,0;-352,8;1670,2;12,1447;91,4
instanceLarge549_m=5_n=100_l=40_c=20_s=2;100,0;0,0;207,5;86,8;-362,6;-207,5;1924,5;12,2242;87,1
instanceLarge550_m=5_n=100_l=40_c=20_s=0;100,0;0,0;208,2;88,4;-364,4;-208,2;1907,8;12,1313;92,1
instanceLarge551_m=5_n=100_l=40_c=20_s=1;100,0;0,0;204,7;86,6;-363,8;-204,7;1929,3;12,1661;87,0
instanceLarge552_m=5_n=100_l=40_c=20_s=2;100,0;0,0;209,2;87,5;-367,7;-209,2;1915,8;12,1077;91,9
instanceLarge553_m=5_n=100_l=40_c=20_s=0;99,0;1,0;208,1;87,8;-391,7;-238,1;1853,9;12,1481;92,0
instanceLarge554_m=5_n=100_l=40_c=20_s=1;100,0;0,0;209,5;87,3;-363,8;-209,5;1917,5;12,1303;91,4
instanceLarge555_m=5_n=100_l=40_c=20_s=2;100,0;0,0;211,8;87,5;-378,8;-211,8;1913,2;12,1627;93,6
instanceLarge556_m=5_n=100_l=40_c=20_s=0;100,0;0,0;205,6;87,6;-360,9;-205,6;1918,4;12,1152;90,3
instanceLarge557_m=5_n=100_l=40_c=20_s=1;100,0;0,0;210,1;87,8;-366,8;-210,1;1911,9;12,1245;91,8
instanceLarge558_m=5_n=100_l=40_c=20_s=2;100,0;0,0;211,8;86,4;-369,9;-211,8;1924,2;12,1581;91,3
instanceLarge559_m=5_n=100_l=40_c=20_s=0;100,0;0,0;207,2;87,3;-360,3;-207,2;1919,8;12,1871;90,4
instanceLarge560_m=5_n=100_l=40_c=20_s=1;98,0;2,0;205,5;85,0;-431,6;-265,5;1824,5;12,0899;91,1
instanceLarge561_m=5_n=100_l=40_c=20_s=2;100,0;0,0;211,5;89,3;-369,5;-211,5;1895,5;12,1273;93,2
instanceLarge562_m=5_n=100_l=40_c=20_s=0;100,0;0,0;208,3;88,5;-358,9;-208,3;1906,7;12,2353;89,3
instanceLarge563_m=5_n=100_l=40_c=20_s=1;99,0;1,0;207,9;85,9;-393,9;-237,9;1873,1;12,1975;89,4
instanceLarge564_m=5_n=100_l=40_c=20_s=2;100,0;0,0;207,9;87,0;-363,2;-207,9;1922,1;12,2789;88,3
instanceLarge565_m=5_n=100_l=40_c=20_s=0;100,0;0,0;207,4;87,3;-361,4;-207,4;1919,6;12,1269;89,0
instanceLarge566_m=5_n=100_l=40_c=20_s=1;100,0;0,0;222,1;88,6;-384,7;-222,1;1891,9;12,1741;88,6
instanceLarge567_m=5_n=100_l=40_c=20_s=2;100,0;0,0;207,8;87,3;-364,8;-207,8;1919,2;12,1738;92,1
instanceLarge568_m=5_n=100_l=40_c=20_s=0;100,0;0,0;205,8;87,3;-363,4;-205,8;1921,2;12,2177;87,2
instanceLarge569_m=5_n=100_l=40_c=20_s=1;100,0;0,0;207,5;87,8;-361,4;-207,5;1914,5;12,1927;87,8
instanceLarge570_m=5_n=100_l=40_c=20_s=2;100,0;0,0;220,4;88,0;-383,5;-220,4;1899,6;12,1886;92,3
instanceLarge571_m=5_n=100_l=40_c=30_s=0;100,0;0,0;269,9;93,7;-451,3;-269,9;1793,1;11,828;91,1
instanceLarge572_m=5_n=100_l=40_c=30_s=1;100,0;0,0;273,8;93,4;-452,5;-273,8;1792,2;11,8458;89,7
instanceLarge573_m=5_n=100_l=40_c=30_s=2;100,0;0,0;274,2;93,9;-454,4;-274,2;1786,8;11,8637;86,8
instanceLarge574_m=5_n=100_l=40_c=30_s=0;100,0;0,0;275,1;94,3;-463,4;-275,1;1781,9;11,8374;85,3
instanceLarge575_m=5_n=100_l=40_c=30_s=1;99,0;1,0;268,7;92,3;-480,0;-298,7;1748,3;11,8206;89,7
instanceLarge576_m=5_n=100_l=40_c=30_s=2;100,0;0,0;273,6;93,7;-452,3;-273,6;1789,4;11,8416;86,9
instanceLarge577_m=5_n=100_l=40_c=30_s=0;96,0;4,0;264,6;89,5;-582,9;-384,6;1600,4;11,7841;89,9
instanceLarge578_m=5_n=100_l=40_c=30_s=1;97,0;3,0;272,2;91,2;-557,7;-362,2;1635,8;11,7908;90,7
instanceLarge579_m=5_n=100_l=40_c=30_s=2;100,0;0,0;275,4;94,1;-457,7;-275,4;1783,6;11,854;92,2
instanceLarge580_m=5_n=100_l=40_c=30_s=0;100,0;0,0;270,2;93,6;-448,8;-270,2;1793,8;11,84;88,5
instanceLarge581_m=5_n=100_l=40_c=30_s=1;100,0;0,0;270,8;93,5;-450,4;-270,8;1794,2;11,8368;85,0
instanceLarge582_m=5_n=100_l=40_c=30_s=2;100,0;0,0;273,7;94,5;-453,3;-273,7;1781,3;11,8422;88,2
instanceLarge583_m=5_n=100_l=40_c=30_s=0;100,0;0,0;269,6;93,6;-448,6;-269,6;1794,4;11,8882;91,8
instanceLarge584_m=5_n=100_l=40_c=30_s=1;100,0;0,0;275,3;93,6;-455,3;-275,3;1788,7;11,897;87,5
instanceLarge585_m=5_n=100_l=40_c=30_s=2;100,0;0,0;276,2;92,9;-458,6;-276,2;1794,8;11,8337;84,6
instanceLarge586_m=5_n=100_l=40_c=30_s=0;98,0;2,0;280,9;91,8;-534,0;-340,9;1681,1;11,8492;91,0
instanceLarge587_m=5_n=100_l=40_c=30_s=1;100,0;0,0;268,8;94,4;-446,5;-268,8;1787,2;11,8299;91,8
instanceLarge588_m=5_n=100_l=40_c=30_s=2;100,0;0,0;275,4;94,0;-459,4;-275,4;1784,6;11,8344;83,4
instanceLarge589_m=5_n=100_l=40_c=30_s=0;100,0;0,0;272,1;93,6;-451,7;-272,1;1791,9;11,8282;93,1
instanceLarge590_m=5_n=100_l=40_c=30_s=1;100,0;0,0;268,1;93,9;-453,1;-268,1;1792,9;11,8119;93,4
instanceLarge591_m=5_n=100_l=40_c=30_s=2;100,0;0,0;271,3;93,9;-458,1;-271,3;1789,7;11,8432;93,3
instanceLarge592_m=5_n=100_l=40_c=30_s=0;100,0;0,0;268,8;93,9;-446,6;-268,8;1792,2;11,8722;88,6
instanceLarge593_m=5_n=100_l=40_c=30_s=1;95,0;5,0;259,7;88,8;-605,8;-409,7;1552,3;11,7804;88,9
instanceLarge594_m=5_n=100_l=40_c=30_s=2;100,0;0,0;274,3;94,4;-454,5;-274,3;1781,7;11,8374;93,9
instanceLarge595_m=5_n=100_l=40_c=30_s=0;100,0;0,0;268,3;94,0;-454,2;-268,3;1791,7;11,8419;91,7
instanceLarge596_m=5_n=100_l=40_c=30_s=1;98,0;2,0;265,8;91,4;-504,0;-325,8;1700,2;11,8612;93,4
instanceLarge597_m=5_n=100_l=40_c=30_s=2;100,0;0,0;271,7;93,7;-453,6;-271,7;1791,3;11,855;87,5
instanceLarge598_m=5_n=100_l=40_c=30_s=0;100,0;0,0;268,5;94,0;-442,7;-268,5;1791,5;11,8867;85,7
instanceLarge599_m=5_n=100_l=40_c=30_s=1;97,0;3,0;264,8;90,6;-540,9;-354,8;1649,2;11,8199;90,3
instanceLarge600_m=5_n=100_l=40_c=30_s=2;100,0;0,0;272,7;94,0;-452,7;-272,7;1787,3;11,8432;87,9
instanceLarge601_m=6_n=100_l=30_c=10_s=0;100,0;0,0;133,4;80,1;-262,0;-133,4;2065,6;12,7109;88,0
instanceLarge602_m=6_n=100_l=30_c=10_s=1;100,0;0,0;129,0;79,2;-256,7;-129,0;2079,0;12,6751;90,8
instanceLarge603_m=6_n=100_l=30_c=10_s=2;100,0;0,0;132,0;79,1;-260,7;-132,0;2077,0;12,7163;92,4
instanceLarge604_m=6_n=100_l=30_c=10_s=0;100,0;0,0;140,1;80,4;-277,1;-140,1;2055,9;12,7148;94,6
instanceLarge605_m=6_n=100_l=30_c=10_s=1;100,0;0,0;128,5;77,8;-254,0;-128,5;2093,5;12,6968;93,8
instanceLarge606_m=6_n=100_l=30_c=10_s=2;100,0;0,0;138,2;79,3;-282,1;-138,2;2068,8;12,6916;87,4
instanceLarge607_m=6_n=100_l=30_c=10_s=0;100,0;0,0;133,8;77,8;-264,2;-133,8;2088,2;12,684;88,4
instanceLarge608_m=6_n=100_l=30_c=10_s=1;99,0;1,0;138,1;79,0;-311,4;-168,1;2011,9;12,6645;90,2
instanceLarge609_m=6_n=100_l=30_c=10_s=2;100,0;0,0;133,1;78,0;-262,5;-133,1;2086,9;12,7017;89,2
instanceLarge610_m=6_n=100_l=30_c=10_s=0;100,0;0,0;129,6;78,1;-254,6;-129,6;2089,4;12,6889;86,7
instanceLarge611_m=6_n=100_l=30_c=10_s=1;100,0;0,0;129,3;77,9;-256,9;-129,3;2091,7;12,6901;89,1
instanceLarge612_m=6_n=100_l=30_c=10_s=2;100,0;0,0;134,4;80,0;-261,7;-134,4;2065,6;12,703;90,0
instanceLarge613_m=6_n=100_l=30_c=10_s=0;100,0;0,0;128,9;78,0;-255,3;-128,9;2091,1;12,6995;89,0
instanceLarge614_m=6_n=100_l=30_c=10_s=1;100,0;0,0;131,4;78,9;-256,8;-131,4;2079,6;12,6906;87,7
instanceLarge615_m=6_n=100_l=30_c=10_s=2;100,0;0,0;135,2;80,2;-269,7;-135,2;2062,8;12,6889;90,0
instanceLarge616_m=6_n=100_l=30_c=10_s=0;100,0;0,0;131,9;79,1;-260,7;-131,9;2077,1;12,7218;87,4
instanceLarge617_m=6_n=100_l=30_c=10_s=1;100,0;0,0;134,4;80,3;-258,2;-134,4;2062,6;12,6992;92,1
